variable,path,filename,datetime,date,year,month,day,hour_utc,minute_utc,second_utc,local_utc_offset_hours,local_hour,time_bin,parsed_token,date_parse_method,date_parse_ok,crs,epsg,original_width,original_height,driver,dtype,nodata,bounds,mean,median,min,max,std,p05,p25,p75,p95,valid_pixel_count,valid_aoi_pixel_count,total_aoi_pixel_count,total_pixel_count,coverage_inside_aoi_percent,coverage_percent,pixel_size_x,pixel_size_y,aoi_footprint_pixel_count,read_ok,error
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190213T105702_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190213T105702_aid0001_32N.tif,2019-02-13T10:57:02,2019-02-13,2019,2,13,10,57,2,2,12.0,midday_afternoon,20190213T105702,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",-0.0710899606347084,-0.057877928018569946,-0.17012281715869904,0.25689437985420227,0.06319716572761536,-0.15964673459529877,-0.13432453572750092,-0.02805843949317932,-0.010330531746149063,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190214T145546_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190214T145546_aid0001_32N.tif,2019-02-14T14:55:46,2019-02-14,2019,2,14,14,55,46,2,16.0,evening,20190214T145546,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.024647878482937813,0.020893951877951622,0.003786064451560378,0.9585068225860596,0.038921844214200974,0.007863987237215042,0.010049481876194477,0.029999999329447746,0.04279705882072449,34733,34733,34751,94839,99.9482029294121,99.9482029294121,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190214T145546_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190214T145546_aid0001_32N.tif,2019-02-14T14:55:46,2019-02-14,2019,2,14,14,55,46,2,16.0,evening,20190214T145546,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.08158835023641586,0.03508686646819115,-0.860275149345398,0.9994558095932007,0.16224825382232666,-0.12121828645467758,-0.024846334010362625,0.19573920965194702,0.30000001192092896,34727,34727,34751,94839,99.93093723921614,99.93093723921614,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190215T140410_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190215T140410_aid0001_32N.tif,2019-02-15T14:04:10,2019-02-15,2019,2,15,14,4,10,2,16.0,evening,20190215T140410,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.013601482845842838,0.014177163131535053,0.008788716979324818,0.014177192933857441,0.0014114120276644826,0.010000400245189667,0.014177163131535053,0.014177164062857628,0.014177189208567142,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190215T140410_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190215T140410_aid0001_32N.tif,2019-02-15T14:04:10,2019-02-15,2019,2,15,14,4,10,2,16.0,evening,20190215T140410,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",-0.07344219833612442,-0.05876496434211731,-0.17008748650550842,0.2248930037021637,0.06061612069606781,-0.15962614119052887,-0.1343155801296234,-0.02893337607383728,-0.010362343862652779,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190216T095827_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190216T095827_aid0001_32N.tif,2019-02-16T09:58:27,2019-02-16,2019,2,16,9,58,27,2,11.0,midday_afternoon,20190216T095827,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.020267603918910027,0.017349116504192352,0.0008983166771940887,0.9583709239959717,0.03093508444726467,0.000996085931546986,0.012256745249032974,0.024348080158233643,0.034082721918821335,34733,34733,34751,94839,99.9482029294121,99.9482029294121,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190216T095827_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190216T095827_aid0001_32N.tif,2019-02-16T09:58:27,2019-02-16,2019,2,16,9,58,27,2,11.0,midday_afternoon,20190216T095827,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.07938461005687714,0.008888506330549717,-0.890422523021698,0.9985935091972351,0.1977427750825882,-0.14467743039131165,-0.04512482509016991,0.1951407641172409,0.45601627230644226,34727,34727,34751,94839,99.93093723921614,99.93093723921614,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190217T090651_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190217T090651_aid0001_32N.tif,2019-02-17T09:06:51,2019-02-17,2019,2,17,9,6,51,2,11.0,midday_afternoon,20190217T090651,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.024509506300091743,0.020024780184030533,0.004785425029695034,0.974658727645874,0.03407681733369827,0.007229483220726252,0.015302163548767567,0.026615113019943237,0.04172656312584877,34729,34729,34751,94839,99.93669246928147,99.93669246928147,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190217T090651_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190217T090651_aid0001_32N.tif,2019-02-17T09:06:51,2019-02-17,2019,2,17,9,6,51,2,11.0,midday_afternoon,20190217T090651,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.07172882556915283,0.006776711437851191,-0.9930392503738403,0.9989066123962402,0.1972297728061676,-0.15586605668067932,-0.051757197827100754,0.17409014701843262,0.448173463344574,34725,34725,34751,94839,99.92518200915082,99.92518200915082,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190217T090743_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190217T090743_aid0001_32N.tif,2019-02-17T09:07:43,2019-02-17,2019,2,17,9,7,43,2,11.0,midday_afternoon,20190217T090743,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.019043702632188797,0.020024776458740234,0.008296079933643341,0.020024796947836876,0.002479890128597617,0.013587907887995243,0.020024776458740234,0.020024776458740234,0.020024793222546577,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190217T090743_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190217T090743_aid0001_32N.tif,2019-02-17T09:07:43,2019-02-17,2019,2,17,9,7,43,2,11.0,midday_afternoon,20190217T090743,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",-0.07216737419366837,-0.05726308375597,-0.17002777755260468,0.22665968537330627,0.06083964183926582,-0.15959258377552032,-0.13430145382881165,-0.02861914224922657,-0.010395586490631104,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190218T130626_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190218T130626_aid0001_32N.tif,2019-02-18T13:06:26,2019-02-18,2019,2,18,13,6,26,2,15.0,midday_afternoon,20190218T130626,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.020819177851080894,0.020892173051834106,0.0009844346204772592,0.9774871468544006,0.03284110501408577,0.000997158931568265,0.000998819014057517,0.027668725699186325,0.04197118803858757,34727,34727,34751,94839,99.93093723921614,99.93093723921614,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190218T130626_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190218T130626_aid0001_32N.tif,2019-02-18T13:06:26,2019-02-18,2019,2,18,13,6,26,2,15.0,midday_afternoon,20190218T130626,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.060937318950891495,-0.0019044452346861362,-0.72513747215271,0.9902012348175049,0.19395922124385834,-0.16077879071235657,-0.06427668780088425,0.15133439004421234,0.4244626462459564,34741,34741,34751,94839,99.97122384967338,99.97122384967338,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190219T121450_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190219T121450_aid0001_32N.tif,2019-02-19T12:14:50,2019-02-19,2019,2,19,12,14,50,2,14.0,midday_afternoon,20190219T121450,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.025389356538653374,0.022800056263804436,0.004301086533814669,0.895454466342926,0.03513786569237709,0.006317039020359516,0.010049758478999138,0.02966628223657608,0.04850152134895325,34723,34723,34751,94839,99.9194267790855,99.9194267790855,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190219T121450_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190219T121450_aid0001_32N.tif,2019-02-19T12:14:50,2019-02-19,2019,2,19,12,14,50,2,14.0,midday_afternoon,20190219T121450,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.05862785130739212,-0.0023918822407722473,-0.7833023071289062,0.9880325198173523,0.194874107837677,-0.16107983887195587,-0.06443841755390167,0.1443297564983368,0.425203412771225,34740,34740,34751,94839,99.96834623464072,99.96834623464072,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190220T080958_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190220T080958_aid0001_32N.tif,2019-02-20T08:09:58,2019-02-20,2019,2,20,8,9,58,2,10.0,morning,20190220T080958,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.029743468388915062,0.024970153346657753,0.006354384124279022,0.9057410955429077,0.03794671967625618,0.009179215878248215,0.01417736429721117,0.03349434584379196,0.06088763102889061,34723,34723,34751,94839,99.9194267790855,99.9194267790855,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190220T080958_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190220T080958_aid0001_32N.tif,2019-02-20T08:09:58,2019-02-20,2019,2,20,8,9,58,2,10.0,morning,20190220T080958,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.05481159687042236,-0.003747081384062767,-0.7065415978431702,0.9934031367301941,0.18771056830883026,-0.1532926708459854,-0.06433941423892975,0.13264890015125275,0.41582122445106506,34739,34739,34751,94839,99.96546861960806,99.96546861960806,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190221T071822_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190221T071822_aid0001_32N.tif,2019-02-21T07:18:22,2019-02-21,2019,2,21,7,18,22,2,9.0,morning,20190221T071822,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.0022021702025085688,0.0009992627892643213,0.0009889923967421055,0.9621632695198059,0.01754266396164894,0.000995094422250986,0.0009977143490687013,0.0009995937580242753,0.0009999288013204932,34750,34750,34751,94839,99.99712238496734,99.99712238496734,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190221T071822_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190221T071822_aid0001_32N.tif,2019-02-21T07:18:22,2019-02-21,2019,2,21,7,18,22,2,9.0,morning,20190221T071822,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.004622945562005043,-0.05598115175962448,-0.9850373864173889,0.9997014403343201,0.2224198430776596,-0.26893162727355957,-0.08284185081720352,0.04943692684173584,0.5154658555984497,34743,34743,34751,94839,99.97697907973871,99.97697907973871,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190222T111706_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190222T111706_aid0001_32N.tif,2019-02-22T11:17:06,2019-02-22,2019,2,22,11,17,6,2,13.0,midday_afternoon,20190222T111706,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.013074526563286781,0.008545483462512493,0.001664190087467432,0.9194751381874084,0.02471175231039524,0.004050020594149828,0.006316031329333782,0.011426796205341816,0.033255260437726974,34750,34750,34751,94839,99.99712238496734,99.99712238496734,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190222T111706_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190222T111706_aid0001_32N.tif,2019-02-22T11:17:06,2019-02-22,2019,2,22,11,17,6,2,13.0,midday_afternoon,20190222T111706,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.00502456771209836,-0.055247388780117035,-0.8895033597946167,0.9964435696601868,0.22105106711387634,-0.2667422294616699,-0.08248412609100342,0.05009692162275314,0.5138577818870544,34736,34736,34751,94839,99.95683577451008,99.95683577451008,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190222T111758_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190222T111758_aid0001_32N.tif,2019-02-22T11:17:58,2019-02-22,2019,2,22,11,17,58,2,13.0,midday_afternoon,20190222T111758,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.007925290614366531,0.007152937352657318,0.0051212431862950325,0.016736838966608047,0.002439992967993021,0.005402708891779184,0.006317370571196079,0.008206081576645374,0.013694238848984241,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190222T111758_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190222T111758_aid0001_32N.tif,2019-02-22T11:17:58,2019-02-22,2019,2,22,11,17,58,2,13.0,midday_afternoon,20190222T111758,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",-0.10179003328084946,-0.07936781644821167,-0.2499159723520279,0.23901309072971344,0.06907876580953598,-0.2228512465953827,-0.14605902135372162,-0.06067035347223282,-0.04233270883560181,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190223T071123_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190223T071123_aid0001_32N.tif,2019-02-23T07:11:23,2019-02-23,2019,2,23,7,11,23,2,9.0,morning,20190223T071123,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.0032655021641403437,0.0009953246917575598,0.0008713463903404772,0.8764041662216187,0.01755942776799202,0.0009753834456205368,0.0009897872805595398,0.000997909577563405,0.010299278423190117,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190223T071123_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190223T071123_aid0001_32N.tif,2019-02-23T07:11:23,2019-02-23,2019,2,23,7,11,23,2,9.0,morning,20190223T071123,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.0023182148579508066,-0.05882490798830986,-0.9980379939079285,0.9996328949928284,0.26661062240600586,-0.3659108877182007,-0.09813476353883743,0.07163965702056885,0.5824742913246155,34736,34736,34751,94839,99.95683577451008,99.95683577451008,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190223T071215_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190223T071215_aid0001_32N.tif,2019-02-23T07:12:15,2019-02-23,2019,2,23,7,12,15,2,9.0,morning,20190223T071215,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.0008888310985639691,0.0008812239393591881,0.0008594838436692953,0.0009520584135316312,1.9842209439957514e-05,0.0008784054662100971,0.0008784295059740543,0.0008938665851019323,0.000948599015828222,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190223T071215_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190223T071215_aid0001_32N.tif,2019-02-23T07:12:15,2019-02-23,2019,2,23,7,12,15,2,9.0,morning,20190223T071215,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",-0.12301411479711533,-0.07904113829135895,-0.35306432843208313,0.27816593647003174,0.09943173080682755,-0.3153182864189148,-0.19633720815181732,-0.05995456874370575,-0.04656565934419632,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190225T101921_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190225T101921_aid0001_32N.tif,2019-02-25T10:19:21,2019-02-25,2019,2,25,10,19,21,2,12.0,midday_afternoon,20190225T101921,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.018633903935551643,0.013120372779667377,0.0024363414850085974,0.8429422974586487,0.028931021690368652,0.005004505626857281,0.008502373471856117,0.01886535994708538,0.047165609896183014,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190225T101921_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190225T101921_aid0001_32N.tif,2019-02-25T10:19:21,2019-02-25,2019,2,25,10,19,21,2,12.0,midday_afternoon,20190225T101921,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.002888113958761096,-0.05935021489858627,-0.998437762260437,0.9968968629837036,0.26651057600975037,-0.3612251579761505,-0.10056474804878235,0.07138657569885254,0.580501139163971,34702,34702,34751,94839,99.85899686339962,99.85899686339962,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190226T092747_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190226T092747_aid0001_32N.tif,2019-02-26T09:27:47,2019-02-26,2019,2,26,9,27,47,2,11.0,midday_afternoon,20190226T092747,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.017688706517219543,0.013084196485579014,0.0007331015076488256,0.6045569777488708,0.02403363212943077,0.0008918564999476075,0.007543742191046476,0.019781900569796562,0.04968239367008209,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190226T092747_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190226T092747_aid0001_32N.tif,2019-02-26T09:27:47,2019-02-26,2019,2,26,9,27,47,2,11.0,midday_afternoon,20190226T092747,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.016845805570483208,-0.05766186863183975,-0.992399275302887,0.9991127252578735,0.2573380768299103,-0.30116939544677734,-0.09131596237421036,0.07885570824146271,0.5937963128089905,34693,34693,34751,94839,99.83309832810566,99.83309832810566,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190228T092225_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190228T092225_aid0001_32N.tif,2019-02-28T09:22:25,2019-02-28,2019,2,28,9,22,25,2,11.0,midday_afternoon,20190228T092225,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.013286144472658634,0.008396715857088566,0.0006145844236016273,0.41402676701545715,0.02031926065683365,0.000823301263153553,0.0009534808341413736,0.016283147037029266,0.04799230396747589,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190228T092225_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190228T092225_aid0001_32N.tif,2019-02-28T09:22:25,2019-02-28,2019,2,28,9,22,25,2,11.0,midday_afternoon,20190228T092225,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.01286751963198185,-0.06333690881729126,-0.9912371635437012,0.9980180263519287,0.25089988112449646,-0.29277196526527405,-0.08997510373592377,0.0749664157629013,0.5780867338180542,34675,34675,34751,94839,99.78130125751777,99.78130125751777,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190228T092317_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190228T092317_aid0001_32N.tif,2019-02-28T09:23:17,2019-02-28,2019,2,28,9,23,17,2,11.0,midday_afternoon,20190228T092317,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.0009978879243135452,0.0009978576563298702,0.0009948411025106907,0.0009998581372201443,1.5002709687905735e-06,0.000995434820652008,0.000996776157990098,0.0009995365981012583,0.0009998276364058256,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190228T092317_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190228T092317_aid0001_32N.tif,2019-02-28T09:23:17,2019-02-28,2019,2,28,9,23,17,2,11.0,midday_afternoon,20190228T092317,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",-0.10185673832893372,-0.08348068594932556,-0.2623254954814911,0.2379443645477295,0.0624321885406971,-0.20839062333106995,-0.12675094604492188,-0.07416675239801407,-0.05944458022713661,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190608T130928_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190608T130928_aid0001_32N.tif,2019-06-08T13:09:28,2019-06-08,2019,6,8,13,9,28,2,15.0,midday_afternoon,20190608T130928,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.011123528704047203,0.011260787025094032,0.0008635264239273965,0.026476236060261726,0.00903777964413166,0.0009153951541520655,0.0009390298509970307,0.01890651509165764,0.026476234197616577,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190608T130928_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190608T130928_aid0001_32N.tif,2019-06-08T13:09:28,2019-06-08,2019,6,8,13,9,28,2,15.0,midday_afternoon,20190608T130928,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.18799984455108643,0.041214000433683395,-0.4949308931827545,0.9999916553497314,0.31887611746788025,-0.12751176953315735,-0.09373070299625397,0.49951720237731934,0.7354110479354858,34674,34674,34751,94839,99.77842364248511,99.77842364248511,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190609T121951_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190609T121951_aid0001_32N.tif,2019-06-09T12:19:51,2019-06-09,2019,6,9,12,19,51,2,14.0,midday_afternoon,20190609T121951,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.015932505950331688,0.0147384749725461,0.0051002101972699165,0.05595242604613304,0.006833519786596298,0.007057049311697483,0.01004377007484436,0.021448463201522827,0.02830178290605545,34751,34751,34751,94839,100.0,100.0,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI_20190609T121951_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI_20190609T121951_aid0001_32N.tif,2019-06-09T12:19:51,2019-06-09,2019,6,9,12,19,51,2,14.0,midday_afternoon,20190609T121951,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,303,313,GTiff,float32,,"[579360.0, 5158510.0, 600570.0, 5180420.0]",0.1877911239862442,0.04047156125307083,-0.4945785701274872,0.9999287724494934,0.31906381249427795,-0.1275898665189743,-0.09393425285816193,0.49909305572509766,0.7351668477058411,34662,34662,34751,94839,99.74389226209318,99.74389226209318,70.0,-70.0,34751,True,
ndvi,data/NDVI/ECO_L2T_STARS.002_NDVI-UQ_20190609T122043_aid0001_32N.tif,ECO_L2T_STARS.002_NDVI-UQ_20190609T122043_aid0001_32N.tif,2019-06-09T12:20:43,2019-06-09,2019,6,9,12,20,43,2,14.0,midday_afternoon,20190609T122043,filename_YYYYMMDDTHHMMSS,True,EPSG:32632,32632,8,313,GTiff,float32,,"[600000.0, 5158510.0, 600560.0, 5180420.0]",0.010361244902014732,0.010042091831564903,0.010041809640824795,0.013788517564535141,0.0008758477633818984,0.01004181057214737,0.010041828267276287,0.010043572634458542,0.012951403856277466,94,94,94,2504,100.0,100.0,70.0,-70.0,94,True,
